國家,ID,iso_code,洲名,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,新增檢驗件數,總檢驗件數,每千人檢驗件數,七天移動平均新增檢驗件數,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,七天移動平均疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,總人口數,中位數年紀,70歲以上人口比例,平均壽命,解除隔離數,解封指數
台灣,164655,TWN,亞洲,2021-11-14,16487,8,6.429,848,0,0.143,691.134,35.548,1.1,4223565,9809,177.052,15509.0,0.0,2412.4,27689479,17851199,0,201080.0,116.07,74.83,27.78,23855008,42.2,8.353,80.46,14835,0.17
台灣,164656,TWN,亞洲,2021-11-15,16496,9,7.286,848,0,0.143,691.511,35.548,1.1,4245916,22351,177.988,15796.0,0.001,2168.0,27927621,17891819,238142,197865.0,117.07,75.0,27.78,23855008,42.2,8.353,80.46,14835,0.17
台灣,164657,TWN,亞洲,2021-11-16,16498,2,6.714,848,0,0.0,691.595,35.548,1.1,4264176,18260,178.754,15993.0,0.0,2382.0,28161546,17931470,233925,198962.0,118.05,75.17,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164658,TWN,亞洲,2021-11-17,16503,5,6.714,848,0,0.0,691.804,35.548,1.1,4281486,17310,179.48,15995.0,0.0,2382.3,28403884,17961336,242338,199923.0,119.07,75.29,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164659,TWN,亞洲,2021-11-18,16506,3,5.857,848,0,0.0,691.93,35.548,1.11,4295795,14309,180.079,16041.0,0.0,2738.8,28679327,17981769,275443,209866.0,120.22,75.38,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164660,TWN,亞洲,2021-11-19,16516,10,5.857,848,0,0.0,692.349,35.548,1.12,4313410,17615,180.818,16077.0,0.0,2744.9,28986957,18016118,307630,215337.0,121.51,75.52,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164661,TWN,亞洲,2021-11-20,16520,4,5.857,848,0,0.0,692.517,35.548,1.13,4326470,13060,181.365,16102.0,0.0,2749.2,0,0,0,225500.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164662,TWN,亞洲,2021-11-21,16529,9,6.0,848,0,0.0,692.894,35.548,1.14,4336809,10339,181.799,16178.0,0.0,2696.3,0,0,0,235664.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164663,TWN,亞洲,2021-11-22,16532,3,5.143,848,0,0.0,693.02,35.548,1.15,4356884,20075,182.64,15853.0,0.0,3082.4,29515207,18064753,0,226798.0,123.73,75.73,20.37,23855008,42.2,8.353,80.46,14835,0.17
台灣,164664,TWN,亞洲,2021-11-23,16539,7,5.857,848,0,0.0,693.314,35.548,1.16,4373638,16754,183.343,15637.0,0.0,2669.8,29749086,18087393,233879,226791.0,124.71,75.82,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164665,TWN,亞洲,2021-11-24,16544,5,5.857,848,0,0.0,693.523,35.548,1.17,4390214,16576,184.037,15533.0,0.0,2652.0,29932419,18109173,183333,218362.0,125.48,75.91,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164666,TWN,亞洲,2021-11-25,16554,10,6.857,848,0,0.0,693.942,35.548,1.18,4404465,14251,184.635,15524.0,0.0,2264.0,30254219,18136444,321800,224985.0,126.83,76.03,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164667,TWN,亞洲,2021-11-26,16566,12,7.143,848,0,0.0,694.445,35.548,1.19,4423139,18674,185.418,15676.0,0.001,2194.6,30648405,18168092,394186,237350.0,128.48,76.16,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164668,TWN,亞洲,2021-11-27,16578,12,8.286,848,0,0.0,694.948,35.548,1.2,4435973,12834,185.956,15643.0,0.001,1887.9,0,0,0,234826.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164669,TWN,亞洲,2021-11-28,16588,10,8.429,848,0,0.0,695.368,35.548,1.2,4445777,9804,186.367,15567.0,0.001,1846.8,30965234,18193419,0,232301.0,129.81,76.27,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164670,TWN,亞洲,2021-11-29,16596,8,9.143,848,0,0.0,695.703,35.548,1.19,4468092,22315,187.302,15887.0,0.001,1737.6,31255998,18216396,290764,248684.0,131.02,76.36,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164671,TWN,亞洲,2021-11-30,16601,5,8.857,848,0,0.0,695.913,35.548,1.19,4485461,17369,188.03,15975.0,0.001,1803.7,31546833,18246772,290835,256821.0,132.24,76.49,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164672,TWN,亞洲,2021-12-01,16609,8,9.286,848,0,0.0,696.248,35.548,1.19,4502543,17082,188.746,16047.0,0.001,1728.1,31810156,18272135,263323,268248.0,133.35,76.6,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164673,TWN,亞洲,2021-12-02,16626,17,10.286,848,0,0.0,696.961,35.548,1.19,4515945,13402,189.308,15926.0,0.001,1548.3,31998733,18281218,188577,249216.0,134.14,76.63,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164674,TWN,亞洲,2021-12-03,16637,11,10.143,848,0,0.0,697.422,35.548,1.19,4534073,18128,190.068,15848.0,0.001,1562.5,32273067,18290428,274334,232095.0,135.29,76.67,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164675,TWN,亞洲,2021-12-04,16648,11,10.0,848,0,0.0,697.883,35.548,1.18,4546342,12269,190.582,15767.0,0.001,1576.7,0,0,0,223646.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164676,TWN,亞洲,2021-12-05,16652,4,9.143,848,0,0.0,698.05,35.548,1.18,4556503,10161,191.008,15818.0,0.001,1730.1,32471621,18302323,0,215198.0,136.12,76.72,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164677,TWN,亞洲,2021-12-06,16662,10,9.429,848,0,0.0,698.47,35.548,1.19,4577376,20873,191.883,15612.0,0.001,1655.7,32680126,18317806,208505,203447.0,136.99,76.79,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164678,TWN,亞洲,2021-12-07,16683,21,11.714,848,0,0.0,699.35,35.548,1.19,4594605,17229,192.605,15592.0,0.001,1331.1,32885283,18338424,205157,191207.0,137.85,76.87,20.37,23855008,42.2,8.353,80.46,14835,0.18
台灣,164679,TWN,亞洲,2021-12-08,16688,5,11.286,848,0,0.0,699.56,35.548,1.18,4611463,16858,193.312,15560.0,0.001,1378.7,33071707,18355174,186424,180222.0,138.64,76.94,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164680,TWN,亞洲,2021-12-09,16704,16,11.143,848,0,0.0,700.23,35.548,1.17,4625335,13872,193.894,15627.0,0.001,1402.4,33200156,18391917,128449,171632.0,139.17,77.1,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164681,TWN,亞洲,2021-12-10,16721,17,12.0,848,0,0.0,700.943,35.548,1.16,4643785,18450,194.667,15673.0,0.001,1306.1,33374778,18436686,174622,157387.0,139.91,77.29,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164682,TWN,亞洲,2021-12-11,16731,10,11.857,848,0,0.0,701.362,35.548,1.15,4656124,12339,195.184,15683.0,0.001,1322.7,0,0,0,151950.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164683,TWN,亞洲,2021-12-12,16737,6,12.143,848,0,0.0,701.614,35.548,1.14,4665612,9488,195.582,15587.0,0.001,1283.6,33497204,18472049,0,146512.0,140.42,77.43,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164684,TWN,亞洲,2021-12-13,16742,5,11.429,848,0,0.0,701.823,35.548,1.15,4683432,17820,196.329,15151.0,0.001,1325.7,33607831,18503657,110627,132529.0,140.88,77.57,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164685,TWN,亞洲,2021-12-14,16752,10,9.857,848,0,0.0,702.242,35.548,1.15,4704058,20626,197.194,15636.0,0.001,1586.3,33681869,18525192,74038,113798.0,141.19,77.66,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164686,TWN,亞洲,2021-12-15,16759,7,10.143,849,1,0.143,702.536,35.59,1.16,4724618,20560,198.056,16165.0,0.001,1593.7,33752634,18544759,70765,97275.0,141.49,77.74,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164687,TWN,亞洲,2021-12-16,16771,12,9.571,849,0,0.143,703.039,35.59,1.17,4740656,16038,198.728,16474.0,0.001,1721.2,33814393,18562693,61759,87748.0,141.75,77.81,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164688,TWN,亞洲,2021-12-17,16786,15,9.286,849,0,0.143,703.668,35.59,1.18,4760079,19423,199.542,16613.0,0.001,1789.0,33911110,18585322,96717,76619.0,142.16,77.91,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164689,TWN,亞洲,2021-12-18,16799,13,9.714,849,0,0.143,704.213,35.59,1.19,4772886,12807,200.079,16680.0,0.001,1717.1,0,0,0,72286.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164690,TWN,亞洲,2021-12-19,16805,6,9.714,850,1,0.286,704.464,35.632,1.2,4783441,10555,200.521,16833.0,0.001,1732.9,33972881,18602263,0,67954.0,142.41,77.98,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164691,TWN,亞洲,2021-12-20,16816,11,10.571,850,0,0.286,704.925,35.632,1.22,4804948,21507,201.423,17359.0,0.001,1642.1,34033524,18616700,60643,60813.0,142.67,78.04,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164692,TWN,亞洲,2021-12-21,16826,10,10.571,850,0,0.286,705.345,35.632,1.23,4822253,17305,202.148,16885.0,0.001,1597.3,34094516,18631066,60992,58950.0,142.92,78.1,20.37,23855008,42.2,8.353,80.46,14835,0.19
台灣,164693,TWN,亞洲,2021-12-22,16840,14,11.571,850,0,0.143,705.931,35.632,1.25,4838459,16206,202.828,16263.0,0.001,1405.5,34156661,18643736,62145,57718.0,143.18,78.15,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164694,TWN,亞洲,2021-12-23,16853,13,11.714,850,0,0.143,706.476,35.632,1.27,4852623,14164,203.422,15995.0,0.001,1365.5,34207789,18651286,51128,56199.0,143.4,78.19,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164695,TWN,亞洲,2021-12-24,16873,20,12.429,850,0,0.143,707.315,35.632,1.29,4869281,16658,204.12,15600.0,0.001,1255.1,34323445,18660339,115656,58905.0,143.88,78.22,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164696,TWN,亞洲,2021-12-25,16891,18,13.143,850,0,0.143,708.069,35.632,1.31,4882129,12848,204.658,15606.0,0.001,1187.4,0,0,0,56588.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164697,TWN,亞洲,2021-12-26,16915,24,15.714,850,0,0.0,709.075,35.632,1.32,4892586,10457,205.097,15592.0,0.001,992.2,34352780,18667883,0,54271.0,144.01,78.26,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164698,TWN,亞洲,2021-12-27,16931,16,16.429,850,0,0.0,709.746,35.632,1.33,4910270,17684,205.838,15046.0,0.001,915.8,34412193,18676061,59413,54096.0,144.26,78.29,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164699,TWN,亞洲,2021-12-28,16950,19,17.714,850,0,0.0,710.543,35.632,1.34,4925465,15195,206.475,14745.0,0.001,832.4,34493865,18684915,81672,57050.0,144.6,78.33,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164700,TWN,亞洲,2021-12-29,16964,14,17.714,850,0,0.0,711.13,35.632,1.34,4940594,15129,207.109,14591.0,0.001,823.7,0,0,0,71783.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.2
台灣,164701,TWN,亞洲,2021-12-30,16988,24,19.286,850,0,0.0,712.136,35.632,1.36,4954386,13792,207.687,14538.0,0.001,753.8,34824423,18706490,0,88091.0,145.98,78.42,20.37,23855008,42.2,8.353,80.46,14835,0.21
台灣,164702,TWN,亞洲,2021-12-31,17029,41,22.286,850,0,0.0,713.854,35.632,1.37,4968777,14391,208.291,14214.0,0.002,637.8,34872136,18712858,47713,78384.0,146.18,78.44,20.37,23855008,42.2,8.353,80.46,14835,0.21
台灣,164703,TWN,亞洲,2022-01-01,17050,21,22.714,850,0,0.0,714.735,35.632,1.37,4979115,10338,208.724,13855.0,0.002,610.0,0,0,0,77572.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.21
台灣,164704,TWN,亞洲,2022-01-02,17070,20,22.143,850,0,0.0,715.573,35.632,1.38,4989137,10022,209.144,13793.0,0.002,622.9,34890100,18716801,0,76760.0,146.26,78.46,20.37,23855008,42.2,8.353,80.46,14835,0.21
台灣,164705,TWN,亞洲,2022-01-03,17095,25,23.429,850,0,0.0,716.621,35.632,1.39,5008435,19298,209.953,14024.0,0.002,598.6,34936462,18724023,46362,74896.0,146.45,78.49,20.37,23855008,42.2,8.353,80.46,14835,0.21
台灣,164706,TWN,亞洲,2022-01-04,17129,34,25.571,850,0,0.0,718.046,35.632,1.39,5027048,18613,210.733,14512.0,0.002,567.5,34993341,18732602,56879,71354.0,146.69,78.53,20.37,23855008,42.2,8.353,80.46,14835,0.21
台灣,164707,TWN,亞洲,2022-01-05,17155,26,27.286,850,0,0.0,719.136,35.632,1.4,5047043,19995,211.572,15207.0,0.002,557.3,35055472,18741943,62131,56618.0,146.95,78.57,20.37,23855008,42.2,8.353,80.46,14835,0.22
台灣,164708,TWN,亞洲,2022-01-06,17198,43,30.0,850,0,0.0,720.939,35.632,1.41,5064730,17687,212.313,15763.0,0.002,525.4,35147108,18751788,91636,46098.0,147.34,78.61,20.37,23855008,42.2,8.353,80.46,14835,0.22
台灣,164709,TWN,亞洲,2022-01-07,17258,60,32.714,850,0,0.0,723.454,35.632,1.41,5087353,22623,213.261,16939.0,0.002,517.8,35306926,18766646,159818,62113.0,148.01,78.67,20.37,23855008,42.2,8.353,80.46,14835,0.22
台灣,164710,TWN,亞洲,2022-01-08,17302,44,36.0,850,0,0.0,725.298,35.632,1.41,5104904,17551,213.997,17970.0,0.002,499.2,0,0,0,67460.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.23
台灣,164711,TWN,亞洲,2022-01-09,17362,60,41.714,850,0,0.0,727.814,35.632,1.4,5126020,21116,214.882,19555.0,0.002,468.8,0,0,0,72807.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.23
台灣,164712,TWN,亞洲,2022-01-10,17394,32,42.714,850,0,0.0,729.155,35.632,1.39,5152776,26756,216.004,20620.0,0.002,482.7,0,0,0,72815.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.23
台灣,164713,TWN,亞洲,2022-01-11,17463,69,47.714,850,0,0.0,732.048,35.632,1.39,5176739,23963,217.008,21384.0,0.002,448.2,0,0,0,71320.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.24
台灣,164714,TWN,亞洲,2022-01-12,17559,96,57.714,850,0,0.0,736.072,35.632,1.37,5199892,23153,217.979,21836.0,0.003,378.3,35538991,18812827,0,69074.0,148.98,78.86,20.37,23855008,42.2,8.353,80.46,14835,0.24
台灣,164715,TWN,亞洲,2022-01-13,17624,65,60.857,851,1,0.143,738.797,35.674,1.35,5221808,21916,218.898,22440.0,0.003,368.7,0,0,0,67395.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.25
台灣,164716,TWN,亞洲,2022-01-14,17692,68,62.0,851,0,0.143,741.647,35.674,1.32,5247708,25900,219.983,22908.0,0.003,369.5,35698752,18846087,0,55975.0,149.65,79.0,20.37,23855008,42.2,8.353,80.46,14835,0.25
台灣,164717,TWN,亞洲,2022-01-15,17769,77,66.714,851,0,0.143,744.875,35.674,1.3,5270640,22932,220.945,23677.0,0.003,354.9,0,0,0,175774.0,0.0,0.0,20.37,23855008,42.2,8.353,80.46,14835,0.26
台灣,164718,TWN,亞洲,2022-01-16,17820,51,65.429,851,0,0.143,747.013,35.674,1.28,5291927,21287,221.837,23701.0,0.003,362.2,37468756,18865900,0,295572.0,157.07,79.09,20.37,23855008,42.2,8.353,80.46,14835,0.26
台灣,164719,TWN,亞洲,2022-01-17,17885,65,70.143,851,0,0.143,749.738,35.674,1.26,5321117,29190,223.061,24049.0,0.003,342.9,37917556,18881397,448800,353056.0,158.95,79.15,20.37,23855008,42.2,8.353,80.46,14835,0.27
台灣,164720,TWN,亞洲,2022-01-18,17951,66,69.714,851,0,0.143,752.504,35.674,1.24,5351761,30644,224.345,25003.0,0.003,358.7,38359182,18897143,441626,409515.0,160.8,79.22,20.37,23855008,42.2,8.353,80.46,14835,0.27
台灣,164721,TWN,亞洲,2022-01-19,18005,54,63.714,851,0,0.143,754.768,35.674,1.21,5382449,30688,225.632,26080.0,0.002,409.3,38825635,18913497,466453,469521.0,162.76,79.29,20.37,23855008,42.2,8.353,80.46,14835,0.27
台灣,164722,TWN,亞洲,2022-01-20,18041,36,59.571,851,0,0.0,756.277,35.674,1.2,5406789,24340,226.652,26426.0,0.002,443.6,39296381,18930412,470746,525358.0,164.73,79.36,20.37,23855008,42.2,8.353,80.46,14835,0.28
台灣,164723,TWN,亞洲,2022-01-21,18109,68,59.571,851,0,0.0,759.128,35.674,1.19,5433316,26527,227.764,26515.0,0.002,445.1,39795263,18949968,498882,585216.0,166.82,79.44,27.78,23855008,42.2,8.353,80.46,14835,0.28
台灣,164724,TWN,亞洲,2022-01-22,18238,129,67.0,851,0,0.0,764.535,35.674,1.18,5458365,25049,228.814,26818.0,0.003,400.3,0,0,0,488355.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.29
台灣,164725,TWN,亞洲,2022-01-23,18325,87,72.143,851,0,0.0,768.183,35.674,1.16,5486267,27902,229.984,27763.0,0.003,384.8,40209215,18971987,0,391494.0,168.56,79.53,27.78,23855008,42.2,8.353,80.46,14835,0.3
台灣,164726,TWN,亞洲,2022-01-24,18376,51,70.143,851,0,0.0,770.32,35.674,1.14,5530584,44317,231.842,29924.0,0.002,426.6,40597586,18995846,388371,382861.0,170.18,79.63,27.78,23855008,42.2,8.353,80.46,14835,0.3
台灣,164727,TWN,亞洲,2022-01-25,18411,35,65.714,851,0,0.0,771.788,35.674,1.12,5566195,35611,233.334,30633.0,0.002,466.2,40955834,19020549,358248,370950.0,171.69,79.73,27.78,23855008,42.2,8.353,80.46,14835,0.3
台灣,164728,TWN,亞洲,2022-01-26,18503,92,71.143,851,0,0.0,775.644,35.674,1.11,5599513,33318,234.731,31009.0,0.002,435.9,41313585,19045429,357751,355421.0,173.19,79.84,27.78,23855008,42.2,8.353,80.46,14835,0.31
台灣,164729,TWN,亞洲,2022-01-27,18566,63,75.0,851,0,0.0,778.285,35.674,1.09,5629227,29714,235.977,31777.0,0.002,423.7,41659662,19070001,346077,337612.0,174.64,79.94,27.78,23855008,42.2,8.353,80.46,14835,0.31
台灣,164730,TWN,亞洲,2022-01-28,18634,68,75.0,851,0,0.0,781.136,35.674,1.07,5652507,23280,236.953,31313.0,0.002,417.5,41984449,19091332,324787,312741.0,176.0,80.03,27.78,23855008,42.2,8.353,80.46,14835,0.32
台灣,164731,TWN,亞洲,2022-01-29,18681,47,63.286,851,0,0.0,783.106,35.674,1.06,5668383,15876,237.618,30003.0,0.002,474.1,0,0,0,288248.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.32
台灣,164732,TWN,亞洲,2022-01-30,18735,54,58.571,851,0,0.0,785.37,35.674,1.05,5681423,13040,238.165,27879.0,0.002,476.0,0,0,0,263755.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.32
台灣,164733,TWN,亞洲,2022-01-31,18790,55,59.143,851,0,0.0,787.675,35.674,1.05,5691944,10521,238.606,23051.0,0.003,389.8,0,0,0,213348.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.33
台灣,164734,TWN,亞洲,2022-02-01,18850,60,62.714,851,0,0.0,790.19,35.674,1.04,5703008,11064,239.07,19545.0,0.003,311.7,0,0,0,167245.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.33
台灣,164735,TWN,亞洲,2022-02-02,18903,53,57.143,851,0,0.0,792.412,35.674,1.04,5714233,11225,239.54,16389.0,0.004,286.8,0,0,0,121213.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.33
台灣,164736,TWN,亞洲,2022-02-03,18958,55,56.0,851,0,0.0,794.718,35.674,1.03,5727782,13549,240.108,14079.0,0.004,251.4,0,0,0,76848.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.34
台灣,164737,TWN,亞洲,2022-02-04,19029,71,56.429,851,0,0.0,797.694,35.674,1.03,5748175,20393,240.963,13667.0,0.004,242.2,0,0,0,35525.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.34
台灣,164738,TWN,亞洲,2022-02-05,19101,72,60.0,851,0,0.0,800.712,35.674,1.03,5769725,21550,241.866,14477.0,0.004,241.3,0,0,0,35525.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.35
台灣,164739,TWN,亞洲,2022-02-06,19144,43,58.429,851,0,0.0,802.515,35.674,1.03,5794984,25259,242.925,16223.0,0.004,277.7,42304177,19128417,0,35525.0,177.34,80.19,27.78,23855008,42.2,8.353,80.46,14835,0.35
台灣,164740,TWN,亞洲,2022-02-07,19192,48,57.429,851,0,0.0,804.527,35.674,1.03,5842096,47112,244.9,21450.0,0.003,373.5,42494576,19143317,190399,57650.0,178.14,80.25,27.78,23855008,42.2,8.353,80.46,14835,0.35
台灣,164741,TWN,亞洲,2022-02-08,19239,47,55.571,851,0,0.0,806.497,35.674,1.03,5876356,34260,246.336,24764.0,0.002,445.6,42711112,19158088,216536,83509.0,179.04,80.31,27.78,23855008,42.2,8.353,80.46,14835,0.36
台灣,164742,TWN,亞洲,2022-02-09,19293,54,55.714,851,0,0.0,808.761,35.674,1.03,5905882,29526,247.574,27378.0,0.002,491.4,42972945,19173592,261833,115838.0,180.14,80.38,27.78,23855008,42.2,8.353,80.46,14835,0.36
台灣,164743,TWN,亞洲,2022-02-10,19376,83,59.714,851,0,0.0,812.24,35.674,1.03,5932053,26171,248.671,29182.0,0.002,488.7,43301507,19188185,328562,157701.0,181.52,80.44,27.78,23855008,42.2,8.353,80.46,14835,0.37
台灣,164744,TWN,亞洲,2022-02-11,19455,79,60.857,851,0,0.0,815.552,35.674,1.03,5960102,28049,249.847,30275.0,0.002,497.5,43675231,19202240,373724,206015.0,183.09,80.5,27.78,23855008,42.2,8.353,80.46,14835,0.37
台灣,164745,TWN,亞洲,2022-02-12,19515,60,59.143,851,0,0.0,818.067,35.674,1.03,5984266,24164,250.86,30649.0,0.002,518.2,0,0,0,220526.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.38
台灣,164746,TWN,亞洲,2022-02-13,19567,52,60.429,851,0,0.0,820.247,35.674,1.03,6004984,20718,251.728,30000.0,0.002,496.5,43949438,19215321,0,235037.0,184.24,80.55,27.78,23855008,42.2,8.353,80.46,14835,0.38
台灣,164747,TWN,亞洲,2022-02-14,19621,54,61.286,851,0,0.0,822.511,35.674,1.03,6038356,33372,253.127,28037.0,0.002,457.5,44240634,19229131,291196,249437.0,185.46,80.61,27.78,23855008,42.2,8.353,80.46,14835,0.38
台灣,164748,TWN,亞洲,2022-02-15,19666,45,61.0,852,1,0.143,824.397,35.716,1.03,6066184,27828,254.294,27118.0,0.002,444.6,44535618,19243196,294984,260644.0,186.69,80.67,27.78,23855008,42.2,8.353,80.46,14835,0.39
台灣,164749,TWN,亞洲,2022-02-16,19732,66,62.714,852,0,0.143,827.164,35.716,1.03,6096172,29988,255.551,27184.0,0.002,433.5,44870859,19256314,335241,271131.0,188.1,80.72,27.78,23855008,42.2,8.353,80.46,14835,0.39
台灣,164750,TWN,亞洲,2022-02-17,19797,65,60.143,852,0,0.143,829.889,35.716,1.03,6118207,22035,256.475,26593.0,0.002,442.2,45187411,19268236,316552,269415.0,189.43,80.77,27.78,23855008,42.2,8.353,80.46,14835,0.39
台灣,164751,TWN,亞洲,2022-02-18,19864,67,58.429,852,0,0.143,832.697,35.716,1.03,6143387,25180,257.53,26184.0,0.002,448.1,45519126,19280344,331715,263414.0,190.82,80.82,27.78,23855008,42.2,8.353,80.46,14835,0.4
台灣,164752,TWN,亞洲,2022-02-19,19937,73,60.286,852,0,0.143,835.757,35.716,1.03,6161836,18449,258.304,25367.0,0.002,420.8,0,0,0,262076.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.4
台灣,164753,TWN,亞洲,2022-02-20,20007,70,62.857,852,0,0.143,838.692,35.716,1.03,6174102,12266,258.818,24160.0,0.003,384.4,45774604,19289517,0,260738.0,191.89,80.86,27.78,23855008,42.2,8.353,80.46,14835,0.41
台灣,164754,TWN,亞洲,2022-02-21,20056,49,62.143,852,0,0.143,840.746,35.716,1.03,6202494,28392,260.008,23448.0,0.003,377.3,45969148,19298010,194544,246931.0,192.7,80.9,27.78,23855008,42.2,8.353,80.46,14835,0.41
台灣,164755,TWN,亞洲,2022-02-22,20100,44,62.0,852,0,0.0,842.59,35.716,1.03,6224951,22457,260.949,22681.0,0.003,365.8,46146010,19306415,176862,230056.0,193.44,80.93,27.78,23855008,42.2,8.353,80.46,14835,0.41
台灣,164756,TWN,亞洲,2022-02-23,20156,56,60.571,852,0,0.0,844.938,35.716,1.04,6245633,20682,261.816,21352.0,0.003,352.5,46309072,19313791,163062,205459.0,194.13,80.96,27.78,23855008,42.2,8.353,80.46,14835,0.42
台灣,164757,TWN,亞洲,2022-02-24,20236,80,62.714,852,0,0.0,848.291,35.716,1.04,6267979,22346,262.753,21396.0,0.003,341.2,46498444,19321620,189372,187290.0,194.92,81.0,27.78,23855008,42.2,8.353,80.46,14835,0.42
台灣,164758,TWN,亞洲,2022-02-25,20304,68,62.857,853,1,0.143,851.142,35.758,1.04,6286908,18929,263.547,20503.0,0.003,326.2,46814037,19330531,315593,184987.0,196.24,81.03,27.78,23855008,42.2,8.353,80.46,14835,0.43
台灣,164759,TWN,亞洲,2022-02-26,20373,69,62.286,853,0,0.143,854.035,35.758,1.04,6304068,17160,264.266,20319.0,0.003,326.2,0,0,0,182669.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.43
台灣,164760,TWN,亞洲,2022-02-27,20433,60,60.857,853,0,0.143,856.55,35.758,1.05,6317975,13907,264.849,20553.0,0.003,337.7,0,0,0,180351.0,0.0,0.0,27.78,23855008,42.2,8.353,80.46,14835,0.44
台灣,164761,TWN,亞洲,2022-02-28,20489,56,61.857,853,0,0.143,858.897,35.758,1.05,6337700,19725,265.676,19315.0,0.003,312.3,47148570,19342050,0,168489.0,197.65,81.08,27.78,23855008,42.2,8.353,80.46,14835,0.44
台灣,164762,TWN,亞洲,2022-03-01,20533,44,61.857,853,0,0.143,860.742,35.758,1.05,6364927,27227,266.817,19997.0,0.003,323.3,47328210,19348245,179640,168886.0,198.4,81.11,27.78,23855008,42.2,8.353,80.46,14835,0.44
